City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Roald,NO,62.5833,6.1333,33.94,80,12,16.11,few clouds
464,Katsuura,JP,35.1333,140.3,52.21,59,100,7.31,overcast clouds
465,Bodden Town,KY,19.2833,-81.25,75.99,86,20,10.36,few clouds
466,Nevers,FR,46.9167,3.3333,38.46,96,99,4.76,overcast clouds
467,Boda,CF,4.3189,17.4695,69.69,33,90,4.21,overcast clouds
468,Krasnoyarskiy,RU,51.965,59.8967,11.37,95,100,10.98,overcast clouds
469,Hattiesburg,US,31.3271,-89.2903,44.74,88,73,4.05,broken clouds
470,Cedar City,US,37.6775,-113.0619,39.4,73,100,9.53,overcast clouds
471,Krutinka,RU,56.0055,71.5113,10.47,94,100,7.76,overcast clouds
472,Ilhabela,BR,-23.7781,-45.3581,74.48,93,97,4.43,overcast clouds
473,Kangaba,ML,11.9333,-8.4167,71.51,24,77,5.12,broken clouds
474,Nizwa,OM,22.9333,57.5333,65.82,83,28,1.83,scattered clouds
475,Mount Isa,AU,-20.7333,139.5,80.37,69,75,11.5,broken clouds
476,Mehamn,NO,71.0357,27.8492,17.55,86,67,36.82,broken clouds
477,Luau,AO,-10.7073,22.2247,64.38,99,100,2.35,moderate rain
478,Bilma,NE,18.6853,12.9164,62.91,36,54,5.68,broken clouds
479,Woodward,US,36.4337,-99.3904,54.63,46,0,27.63,clear sky
480,Stykkisholmur,IS,65.0757,-22.7297,23.9,70,100,25.5,overcast clouds
481,Cheltenham,GB,51.9,-2.0833,50.99,88,100,11.01,overcast clouds
482,Nome,US,64.5011,-165.4064,3.16,82,100,4.79,overcast clouds
483,Fallon,US,39.4735,-118.7774,46.92,66,99,22.84,overcast clouds
484,Zheleznodorozhnyy,RU,55.7503,38.0042,30.72,97,100,7.94,light snow
485,Andenes,NO,69.3143,16.1194,31.93,64,20,14.97,few clouds
486,Wad Rawah,SD,15.1603,33.1397,63.16,25,0,14.5,clear sky
487,Hay River,CA,60.8156,-115.7999,-3.55,99,100,3.74,overcast clouds
488,Cururupu,BR,-1.8283,-44.8683,76.35,85,99,3.49,overcast clouds
489,Pietermaritzburg,ZA,-29.6168,30.3928,65.68,97,8,3.49,clear sky
490,Volgodonsk,RU,47.5136,42.1514,40.03,96,100,11.3,overcast clouds
491,Gorontalo,ID,0.5412,123.0595,82.63,75,100,1.25,overcast clouds
492,Taoudenni,ML,22.6783,-3.9836,67.37,25,3,12.35,clear sky
493,Plyussa,RU,58.4308,29.3654,31.75,89,97,8.46,overcast clouds
494,Birin,NP,26.8865,88.0718,39.0,81,2,4.32,clear sky
495,Kurchum,KZ,48.5722,83.6542,-9.29,90,13,1.95,few clouds
496,Varfurile,RO,46.3167,22.5167,34.11,95,19,0.85,few clouds
497,Boa Vista,BR,2.8197,-60.6733,76.23,81,100,8.14,overcast clouds
498,North Branch,US,45.5113,-92.9802,25.09,86,100,1.99,overcast clouds
499,Humberto De Campos,BR,-2.5983,-43.4611,76.46,88,100,6.85,overcast clouds
500,Burhaniye,TR,39.5004,26.9727,50.76,64,0,5.12,clear sky
501,Coahuayana,MX,18.7333,-103.6833,74.88,69,86,0.98,overcast clouds
502,Brandon,US,27.9378,-82.2859,57.87,65,0,4.61,clear sky
503,Priego De Cordoba,ES,37.4381,-4.1952,52.52,52,100,3.02,overcast clouds
504,Harper,LR,4.375,-7.7169,78.62,81,6,7.23,clear sky
505,Kawalu,ID,-7.3817,108.2082,78.49,77,76,0.43,broken clouds
506,Ukhta,RU,63.5671,53.6835,-1.59,100,100,4.07,overcast clouds
507,Boksitogorsk,RU,59.474,33.8485,21.6,94,100,6.29,overcast clouds
508,Catacocha,EC,-4.0667,-79.6333,58.86,87,100,2.8,light rain
509,Mucurici,BR,-18.0933,-40.5158,68.79,94,100,6.26,overcast clouds
510,Maneadero,MX,31.7167,-116.5667,57.09,87,100,2.82,overcast clouds
511,Mayo,US,38.8876,-76.5119,36.09,75,40,0.0,scattered clouds
512,Paso De Los Toros,UY,-32.8167,-56.5167,72.32,54,98,8.57,overcast clouds
513,Youkounkoun,GN,12.5333,-13.1333,80.56,34,100,2.21,overcast clouds
514,Formosa,AR,-26.1775,-58.1781,67.98,88,40,5.75,scattered clouds
515,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,53,0,8.95,clear sky
516,Chulman,RU,56.8479,124.9104,-41.24,100,83,0.74,broken clouds
517,Oktyabrskiy,RU,54.4815,53.471,1.26,98,100,2.46,overcast clouds
518,Nong Bua,TH,15.8646,100.5858,73.89,61,100,3.38,overcast clouds
519,Santa Luzia,BR,-19.7697,-43.8514,66.2,96,100,3.27,overcast clouds
520,Pucallpa,PE,-8.3791,-74.5539,82.35,53,100,1.95,overcast clouds
521,Trinidad,BO,-14.8333,-64.9,75.94,91,6,4.47,clear sky
522,Lima,PE,-12.0432,-77.0282,73.9,75,75,16.11,broken clouds
523,Sisimiut,GL,66.9395,-53.6735,11.52,69,33,12.93,scattered clouds
524,Puerto Escondido,MX,15.85,-97.0667,76.21,75,0,2.75,clear sky
525,Aldan,RU,58.6031,125.3894,-25.94,93,18,3.85,few clouds
526,Nayoro,JP,44.3506,142.4578,29.34,89,45,2.66,scattered clouds
527,Zeya,RU,53.75,127.2667,-6.25,87,11,4.32,few clouds
528,Chateaudun,FR,48.0833,1.3333,48.34,94,100,13.87,overcast clouds
529,Aklavik,CA,68.2191,-135.0107,-25.01,98,100,6.4,overcast clouds
530,Wajir,KE,1.7471,40.0573,75.02,66,87,12.39,overcast clouds
531,Berlevag,NO,70.8578,29.0864,17.6,79,86,5.75,overcast clouds
532,Lasa,IT,46.6166,10.7002,31.37,75,17,2.17,few clouds
533,Barra Do Garcas,BR,-15.89,-52.2567,71.2,99,80,4.76,broken clouds
534,Willowmore,ZA,-33.2926,23.4895,62.91,56,0,2.89,clear sky
535,Obo,CF,5.3998,26.4869,66.11,31,100,4.12,overcast clouds
536,Praia,CV,14.9215,-23.5087,70.34,64,20,11.5,few clouds
537,Oranjemund,NA,-28.55,16.4333,61.25,94,0,5.93,clear sky
538,Moron,AR,-34.6534,-58.6198,80.78,49,0,5.12,clear sky
539,Moctezuma,MX,29.8,-109.6667,64.04,26,5,4.16,clear sky
540,Arlit,NE,18.7369,7.3853,63.07,27,16,5.64,few clouds
541,Meulaboh,ID,4.1363,96.1285,76.21,88,100,3.02,overcast clouds
542,Komsomolskiy,UZ,40.4272,71.7189,25.52,93,58,4.61,mist
543,Genhe,CN,50.7833,121.5167,-2.78,97,100,2.51,overcast clouds
544,Semme,FR,46.1963,1.5007,45.01,96,25,8.57,scattered clouds
545,Codajas,BR,-3.8367,-62.0569,73.27,98,100,3.51,overcast clouds
546,Mackay,AU,-21.15,149.2,84.69,64,99,18.41,overcast clouds
547,Tallahassee,US,30.4383,-84.2807,42.75,67,0,0.0,clear sky
548,Senden,DE,48.3244,10.0444,34.32,95,95,3.44,overcast clouds
549,Evensk,RU,61.95,159.2333,-2.9,79,100,11.79,overcast clouds
550,Barra,BR,-11.0894,-43.1417,76.06,72,100,6.64,overcast clouds
551,Balkhash,KZ,46.844,74.9804,9.36,85,68,5.84,broken clouds
552,Tarbes,FR,43.25,0.1667,47.48,87,20,6.91,few clouds
553,Erzin,TR,36.9559,36.2,48.02,54,80,2.35,broken clouds
554,Saryg-Sep,RU,51.5,95.6,-15.07,98,66,3.51,broken clouds
555,Belyy Yar,RU,53.6039,91.3903,1.29,100,100,0.0,fog
556,Warri,NG,5.5167,5.75,74.39,76,7,1.57,clear sky
557,Sorkjosen,NO,69.8,20.9333,24.8,63,97,17.27,overcast clouds
558,Tanabi,BR,-20.6264,-49.6492,70.39,95,2,6.17,clear sky
559,Castro-Urdiales,ES,43.3829,-3.2204,53.24,89,2,4.38,clear sky
560,Picos,BR,-7.0769,-41.4669,79.72,56,100,2.08,overcast clouds
561,Kudahuvadhoo,MV,2.6708,72.8944,81.14,69,100,7.27,overcast clouds
562,Healdsburg,US,38.6105,-122.8692,55.89,79,40,6.91,scattered clouds
563,Grindavik,IS,63.8424,-22.4338,23.47,80,20,14.97,few clouds
564,Barra Do Corda,BR,-5.5,-45.25,73.67,93,85,0.94,light rain
565,Gizo,SB,-8.103,156.8419,85.64,66,99,16.17,overcast clouds
566,Sibolga,ID,1.7427,98.7792,77.83,87,100,1.41,overcast clouds
567,Karratha,AU,-20.7377,116.8463,84.78,63,61,6.71,broken clouds
568,Raga,SS,8.4596,25.678,63.55,28,18,5.19,few clouds
569,Beruwala,LK,6.4788,79.9828,74.01,89,11,3.78,few clouds
570,Pericos,MX,25.05,-107.7,66.76,41,0,3.22,clear sky
571,Dakar,SN,14.6937,-17.4441,71.8,74,100,16.28,overcast clouds
572,Malinovoye Ozero,RU,51.6753,79.7825,7.2,88,49,7.16,scattered clouds
573,Marsh Harbour,BS,26.5412,-77.0636,68.7,83,100,26.13,overcast clouds
574,Lazarev,RU,52.225,141.5131,-5.85,96,74,1.66,broken clouds
575,Dubti,ET,11.7361,41.0853,74.08,68,100,13.2,overcast clouds
576,Sistranda,NO,63.7256,8.834,33.76,52,100,17.2,overcast clouds
577,Kurikka,FI,62.6167,22.4167,21.63,97,100,4.92,overcast clouds
578,Sarakhs,IR,36.5449,61.1577,40.8,76,100,3.42,overcast clouds
579,Carutapera,BR,-1.195,-46.02,77.7,85,100,6.73,light rain
580,Kahului,US,20.8947,-156.47,80.83,74,15,5.99,few clouds
581,Eldorado,BR,-23.7869,-54.2836,79.21,58,92,3.89,overcast clouds
582,Shahr-E Babak,IR,30.1165,55.1186,39.52,76,100,8.34,overcast clouds
583,Kwinana,AU,-32.25,115.7667,72.16,34,0,8.14,clear sky
584,Broome,US,42.2506,-75.833,25.7,82,0,4.61,clear sky
585,Khakhea,BW,-24.6895,23.494,76.98,49,100,7.92,overcast clouds
586,Pontianak,ID,-0.0333,109.3333,78.78,88,20,4.61,few clouds
587,Shimanovsk,RU,52.0,127.7,4.75,95,100,6.71,overcast clouds
588,Karimganj,IN,24.8667,92.35,58.15,89,35,3.02,scattered clouds
589,Talaya,RU,61.3833,152.75,-19.66,99,100,2.8,overcast clouds
590,Severomuysk,RU,56.1481,113.4267,-19.07,75,11,4.14,few clouds
591,Novomikhaylovskiy,RU,44.2581,38.8578,48.18,88,100,21.97,overcast clouds
592,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,99,100,8.77,light rain
593,Fairbanks,US,64.8378,-147.7164,2.61,76,100,3.44,light snow
594,Smithers,CA,54.7804,-127.1743,31.77,88,100,1.95,overcast clouds
595,Ola,RU,59.5833,151.2833,-0.47,81,0,11.52,clear sky
596,Lichtenburg,ZA,-26.152,26.1597,66.42,70,100,11.41,overcast clouds
597,Chara,RU,56.9064,118.2631,-18.02,67,9,0.87,clear sky
598,Wewak,PG,-3.5534,143.6268,81.7,79,100,8.34,overcast clouds
599,Sola,VU,-13.8833,167.55,80.85,70,100,4.38,light rain
600,Khani,GE,41.9563,42.9566,31.57,75,100,5.39,overcast clouds
601,Mareeba,AU,-17.0,145.4333,77.43,88,100,5.17,overcast clouds
602,Mecca,SA,21.4267,39.8261,63.82,62,0,7.61,clear sky
603,Beyneu,KZ,45.3167,55.2,23.41,87,38,6.04,scattered clouds
604,Bulgan,MN,48.8125,103.5347,-8.39,89,7,4.32,clear sky
605,Havre-Saint-Pierre,CA,50.2334,-63.5986,13.05,71,83,17.83,broken clouds
606,Teya,RU,60.3778,92.6267,2.05,99,100,3.27,overcast clouds
607,Bria,CF,6.5423,21.9863,63.73,33,100,4.7,overcast clouds
608,Atambua,ID,-9.1061,124.8925,78.24,81,99,6.76,overcast clouds
609,Camopi,GF,3.1655,-52.3158,71.74,99,90,2.46,light rain
610,Henties Bay,NA,-22.116,14.2845,61.41,94,7,7.81,clear sky
611,El Molino,CO,10.6523,-72.924,73.83,88,54,2.64,light rain
612,Winslow,US,35.0242,-110.6974,57.38,28,0,31.07,clear sky
613,Cockburn Town,TC,21.4612,-71.1419,79.21,80,0,20.83,clear sky
614,Jining,CN,35.405,116.5814,29.37,33,8,1.28,clear sky
615,Carmen,MX,18.6333,-91.8333,69.84,83,0,0.0,clear sky
616,Porto Seguro,BR,-16.4497,-39.0647,77.52,83,0,11.5,clear sky
617,At-Bashi,KG,41.1702,75.8106,6.22,64,95,2.62,overcast clouds
618,Sorong,ID,-0.8833,131.25,82.0,73,100,4.07,overcast clouds
619,Diu,IN,20.7141,70.9822,65.26,40,5,9.33,clear sky
620,Mae Hong Son,TH,19.3003,97.9685,62.71,78,7,0.87,clear sky
621,Kurunegala,LK,7.4863,80.3623,70.32,98,13,1.66,few clouds
622,Mufumbwe,ZM,-13.6833,24.8,62.55,95,99,4.05,overcast clouds
623,Adre,TD,13.4667,22.2,58.14,37,0,16.67,clear sky
624,Nagua,DO,19.3832,-69.8474,73.81,84,0,5.23,clear sky
625,Kaputa,ZM,-8.4689,29.6619,65.37,88,100,2.84,overcast clouds
626,Price,US,39.5994,-110.8107,32.11,100,100,0.0,fog
627,Kirakira,SB,-10.4544,161.9205,83.44,80,100,11.41,overcast clouds
628,Wahiawa,US,21.5028,-158.0236,79.12,61,0,10.36,clear sky
629,Mount Vernon,US,40.9126,-73.8371,34.84,60,75,5.99,broken clouds
630,Itarema,BR,-2.9248,-39.9167,80.13,76,100,13.91,overcast clouds
631,Sokoni,TZ,-6.4333,39.55,78.82,80,100,3.71,light rain
632,Mahbubnagar,IN,16.7333,77.9833,70.34,83,58,3.22,broken clouds
633,Baoshan,CN,46.5586,131.4244,5.67,88,99,7.27,overcast clouds
634,Hualmay,PE,-11.0964,-77.6139,69.94,83,100,8.99,overcast clouds
635,Dona Ines,BR,-6.6167,-35.6333,69.76,87,19,5.68,few clouds
636,Antalaha,MG,-14.9003,50.2788,69.46,90,5,6.35,clear sky
637,Mao,ES,39.8885,4.2658,52.36,100,20,4.61,fog
638,Tiarei,PF,-17.5333,-149.3333,84.22,70,1,11.79,clear sky
639,Fort Nelson,CA,58.8053,-122.7002,-10.05,85,83,0.96,broken clouds
640,Sabang,ID,5.8933,95.3214,80.53,73,100,15.55,overcast clouds
641,Bolivar,US,37.6145,-93.4105,37.58,62,6,1.01,clear sky
642,Baran,IN,25.1,76.5167,51.73,42,0,1.77,clear sky
643,Semey,KZ,50.4111,80.2275,8.8,79,3,11.01,clear sky
644,Maragogi,BR,-9.0122,-35.2225,77.41,84,10,8.12,clear sky
645,Rio Gallegos,AR,-51.6226,-69.2181,48.25,81,75,26.46,broken clouds
646,Rafaela,AR,-31.2503,-61.4867,73.99,45,0,8.93,clear sky
647,Bobo Dioulasso,BF,11.1771,-4.2979,70.3,23,27,5.57,scattered clouds
648,Ucluelet,CA,48.9329,-125.5528,46.09,92,100,11.99,overcast clouds
649,Port-Gentil,GA,-0.7193,8.7815,81.0,77,87,6.4,overcast clouds
650,Luderitz,NA,-26.6481,15.1594,62.38,70,0,17.13,clear sky
651,Luwingu,ZM,-10.2621,29.9271,61.09,97,100,1.72,overcast clouds
652,Winnemucca,US,40.973,-117.7357,42.85,75,20,13.8,few clouds
653,Poum,NC,-20.2333,164.0167,79.38,85,100,20.33,overcast clouds
654,Fukue,JP,32.6881,128.8419,49.64,58,42,16.78,scattered clouds
655,Tahta,EG,26.7693,31.5021,53.49,62,0,5.79,clear sky
656,Bengkulu,ID,-3.8004,102.2655,77.13,86,100,4.18,moderate rain
657,Jalor,IN,25.35,72.6167,53.91,31,0,5.93,clear sky
658,Bichura,RU,50.5881,107.6022,-12.6,96,25,2.75,scattered clouds
659,Vanimo,PG,-2.6741,141.3028,78.6,84,96,7.05,overcast clouds
660,Mbuguni,TZ,-3.5667,36.95,67.28,88,100,2.73,overcast clouds
661,Olafsvik,IS,64.8945,-23.7142,25.02,72,93,17.83,overcast clouds
662,Banjar,ID,-8.19,114.9675,82.98,74,79,0.81,broken clouds
663,Bela,IN,25.9333,81.9833,48.42,54,0,8.05,clear sky
664,Wilmington,US,34.2257,-77.9447,35.94,69,0,1.99,clear sky
665,Egvekinot,RU,66.3167,-179.1667,-8.05,70,0,21.47,clear sky
666,Livny,RU,52.4253,37.6069,32.83,99,100,4.99,light snow
667,Lucea,JM,18.451,-78.1736,77.86,80,73,12.68,broken clouds
668,Afzalpur,IN,17.2,76.35,74.5,73,96,6.62,overcast clouds
669,Deputatskiy,RU,69.3,139.9,-25.69,100,55,4.47,broken clouds
670,Santona,ES,43.4439,-3.4576,52.07,88,0,3.8,clear sky
671,Vanavara,RU,60.34,102.2797,-3.91,100,80,4.72,broken clouds
672,Loningen,DE,52.7333,7.7667,42.82,78,100,20.27,light rain
673,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.81,98,100,0.83,overcast clouds
674,Bay Roberts,CA,47.5999,-53.2648,35.33,93,100,1.99,light snow
675,Mwene-Ditu,CD,-7.0,23.45,64.76,96,100,1.45,overcast clouds
676,Dali,CN,25.7,100.1833,41.43,91,85,2.82,overcast clouds
677,Mackenzie,CA,55.2999,-123.1698,18.61,96,100,2.93,overcast clouds
678,Kayankulam,IN,9.1833,76.5,74.03,86,5,5.32,clear sky
679,Cabo Rojo,PR,18.0866,-67.1457,78.67,66,0,10.38,clear sky
680,Cape Canaveral,US,28.4058,-80.6048,56.98,79,0,8.05,clear sky
681,North Battleford,CA,52.7834,-108.2847,7.41,85,100,20.71,light snow
682,Balikpapan,ID,-1.2675,116.8289,79.79,78,20,2.3,few clouds
683,Pedro Escobedo,MX,20.5,-100.1333,60.82,31,0,0.0,clear sky
684,Wilmington Island,US,32.0036,-80.9737,39.29,67,0,0.0,clear sky
685,Usinsk,RU,65.9939,57.5281,12.42,94,100,13.67,overcast clouds
686,Batagay-Alyta,RU,67.8006,130.4114,-12.77,88,100,2.57,overcast clouds
687,Mgandu,TZ,-5.95,34.1333,58.71,98,100,3.67,moderate rain
688,Siderno,IT,38.2779,16.302,55.33,79,7,9.31,clear sky
689,Kalianget,ID,-7.05,113.9333,80.71,81,99,7.9,overcast clouds
690,Sur,OM,22.5667,59.5289,71.38,77,5,9.01,clear sky
691,The Valley,AI,18.217,-63.0578,77.14,94,40,16.11,scattered clouds
692,Ciechocinek,PL,52.8791,18.7951,37.56,94,14,8.75,few clouds
693,Goshogawara,JP,40.8044,140.4414,39.92,82,98,5.61,overcast clouds
694,Ixtapa,MX,20.7,-105.2,74.43,78,0,4.61,clear sky
695,Kenai,US,60.5544,-151.2583,30.15,97,100,3.44,light snow
